"id_molec","name"
"C(C)(=O)NC1=C(C=CC=C1C(C1=CC=CC=C1)=O)CC(=O)O","2-acetamido-3-benzoylphenylacetic acid"
"CC=1NC2=C(C=CC=C2C1C1=CC=CC=C1)CC(=O)O","α-(2-methyl-3-phenylindol-7-yl)acetic acid"
"C(C1=CC=CC=C1)(=O)C=1C=C2CC(NC2=CC1)=O","5-benzoylindolin-2-one"
"N1C(CC2=CC=CC=C12)=O","indolin-2-one"
"C(C1=CC=CC=C1)(=O)C=1C=C(C=C2CC(NC12)=O)Cl","7-benzoyl-5-chloroindolin-2-one"
"ClC=1C=C2CC(NC2=CC1)=O","5-chloroindolin-2-one"
"C(C1=CC=CC=C1)(=O)C1=C2C(C(NC2=CC=C1)=O)SC","4-benzoyl-3-methylthioindolin-2-one"
"NC=1C=C(C(=O)C2=CC=CC=C2)C=CC1","3-aminobenzophenone"
"ClC1=CC=C(C(=O)C=2C=CC=C3C(C(NC23)=O)SC)C=C1","7-(4-chlorobenzoyl)-3-methylthioindolin-2-one"
"NC1=C(C(=O)C2=CC=C(C=C2)Cl)C=CC=C1","2-amino-4'-chlorobenzophenone"
"C(C1=CC=CC=C1)(=O)C=1C=CC=C2C(C(NC12)=O)(SC)C","7-benzoyl-3-methyl-3-methylthioindolin-2-one"
"CSC(C(=O)OCC)C","ethyl α-(methylthio)propionate"
"C(C1=CC=CC=C1)(=O)C=1C=CC=C2C(C(NC12)=O)SC","7-benzoyl-3-methylthioindolin-2-one"
"C(C1=CC=CC=C1)(=O)C1=C2CC(NC2=CC=C1)=O","4-benzoylindolin-2-one"
"ClC1=CC=C(C(=O)C=2C=CC=C3CC(NC23)=O)C=C1","7-(4-chlorobenzoyl)indolin-2-one"
"C(C1=CC=CC=C1)(=O)C=1C=CC=C2C(C(NC12)=O)C","7-benzoyl-3-methylindolin-2-one"
"C(C)C1=CC=C(C=C1)C1=C(C=CC=C1)F","1-ethyl-4-(2-fluorophenyl)benzene"
"C(#C)C1=CC=C(C=C1)C1=C(C=CC=C1)F","1-ethynyl-4-(2-fluorophenyl)benzene"
"C(C)C1=CC=C(C=C1)C1=CC=C(C=C1)F","1-ethyl-4-(4-fluorophenyl)benzene"
"C(#C)C1=CC=C(C=C1)C1=CC=C(C=C1)F","1-ethynyl-4-(4-fluorophenyl)benzene"
"C(C)C1=CC=C(C=C1)C1=C(C=CC=C1)Cl","1-ethyl-4-(2-chlorophenyl)benzene"
"ClC1=C(C=CC=C1)C1=CC=C(C=C1)C(C)=O","4'-(2-chlorophenyl)acetophenone"
"C(C)C1=CC=C(C=C1)C1=CC=C(C=C1)Cl","1-ethyl-4-(4-chlorophenyl)benzene"
"ClC1=CC=C(C=C1)C1=CC=C(C=C1)C(C)=O","4'-(4-chlorophenyl)acetophenone"
"FC1=C(C=CC=C1)C1=CC=C(C=C1)C=C","4-(2 -fluorophenyl)-1-vinylbenzene"
"C(CCC)C=1OC2=C(C1C(C1=CC(=C(C=C1)O)Br)=O)C=CC=C2","2-n-butyl-3-(3'-bromo-4'-hydroxybenzoyl)-benzofuran"
"C(CCC)C=1OC2=C(C1C(C1=CC=C(C=C1)O)=O)C=CC=C2","2-n-butyl-3-(4'-hydroxybenzoyl)benzofuran"
"C(CCC)C=1OC2=C(C1C(C1=CC(=C(C=C1)OC)C)=O)C=CC=C2","2-n-butyl-3-(3'-methyl-4'-methoxybenzoyl)benzofuran"
"C(CCC)C=1OC2=C(C1)C=CC=C2","2-n-butylbenzofuran"
"C(CCC)C=1OC2=C(C1C(C1=CC(=C(C(=C1)C)OC)C)=O)C=CC=C2","2-n-butyl-3-(3',5'-dimethyl-4'-methoxybenzoyl)benzofuran"
"COC(C1=CC(=C(C=C1)O)Cl)=O","3-chloro-4-hydroxybenzoic acid methyl ester"
"ClC=1C=C(C(=O)O)C=CC1O","3-chloro-4-hydroxybenzoic acid"
"COC(C1=CC(=C(C=C1)OC)Cl)=O","3-chloro-4-methoxybenzoic acid methyl ester"
"ClC=1C=C(C(=O)Cl)C=CC1OC","3-chloro-4-methoxybenzoic acid chloride"
"C(CCC)C=1OC2=C(C1C(C1=C(C=C(C=C1)OC)Cl)=O)C=CC=C2","2-n-butyl-3-(2'-chloro-4'-methoxybenzoyl)benzofuran"
"ClC1=C(C(=O)Cl)C=CC(=C1)OC","2-chloro-4-methoxybenzoic acid chloride"
"C(CCC)C=1OC2=C(C1C(C1=CC(=CC=C1)OC)=O)C=CC=C2","2-n-butyl-3-(3'-methoxybenzoyl)benzofuran"
"C(CCC)C=1OC2=C(C1C(C1=C(C=CC=C1)OC)=O)C=CC=C2","2-n-butyl-3-(2'-methoxybenzoyl)benzofuran"
"C(C=1C(=CC=CC1)OC)(=O)Cl","o-anisoyl chloride"
"C(CCC)C=1OC2=C(C1C(C1=C(C=CC=C1)OCC1CO1)=O)C=CC=C2","2-n-butyl-3-[2'-(2,3-epoxy)propoxybenzoyl]benzofuran"
"C(CCC)C=1OC2=C(C1C(C1=C(C=CC=C1)O)=O)C=CC=C2","2-n-butyl-3-(2'-hydroxybenzoyl)benzofuran"
"C(CCC)C=1OC2=C(C1C(C1=C(C=C(C=C1)Cl)OC)=O)C=CC=C2","2-n-butyl-3-(4'-chloro-2'-methoxybenzoyl)benzofuran"
"ClC1=CC(=C(C(=O)Cl)C=C1)OC","4-chloro-2-methoxybenzoic acid chloride"
"ClC1=CC(=C(C(=O)O)C=C1)OC","4-chloro-2-methoxybenzoic acid"
"C(CCC)C=1OC2=C(C1C(C1=C(C=C(C=C1)Cl)OCC1CO1)=O)C=CC=C2","2-n-butyl-3-[4'-chloro-2'-(2,3-epoxy)propoxybenzoyl]benzofuran"
"C(CCC)C=1OC2=C(C1C(C1=C(C=C(C=C1)Cl)O)=O)C=CC=C2","2-n-butyl-3-(4'-chloro-2'-hydroxybenzoyl)benzofuran"
"O1C2=C(C(=O)C=3OC4=C(C3)C=CC=C4)C=CC(=C21)OCCC","2-[4'-(2,3-epoxy)propoxybenzoyl]benzofuran"
"OC1=CC=C(C(=O)C=2OC3=C(C2)C=CC=C3)C=C1","2-(4'-hydroxybenzoyl)benzofuran"
"COC1=CC=C(C(=O)C2=COC3=C2C=CC=C3)C=C1","3-(4'-methoxybenzoyl)benzofuran"
"C(#N)C1=COC2=C1C=CC=C2","3-cyanobenzofuran"
"CC=1OC2=C(C1C(C1=CC=C(C=C1)OC)=O)C=CC=C2","2-methyl-3-(4'-methoxybenzoyl)benzofuran"
"CC=1OC2=C(C1)C=CC=C2","2-methylbenzofuran"
"C1(=CC=CC=C1)C=1OC2=C(C1C(C1=CC=C(C=C1)OC)=O)C=CC=C2","2-phenyl-3-(4'-methoxybenzoyl)benzofuran"
"ClC1=CC=C(C(=O)C2OC3=CC=CC=C3C2O)C=C1","2-(4'-chlorobenzoyl)-3-hydroxycoumaran"
"C(CCC)(=O)C=1OC2=C(C1)C=C(C=C2)Cl","2-butyryl-5-chlorobenzofuran"
"ClC=1C=CC2=C(C=CO2)C1","5-chlorobenzofuran"
"C(CCC)C=1OC2=C(C1)C=C(C=C2)Cl","2-n-butyl-5-chlorobenzofuran"
"C(CCC)C=1OC2=C(C1C(C1=CC=C(C=C1)OC)=O)C=C(C=C2)Cl","2-n-butyl-5-chloro-3-(4'-methoxybenzoyl)benzofuran"
"CC=1C=CC2=C(C=CO2)C1","5-methylbenzofuran"
"C(C)C=1C=CC2=C(C=CO2)C1","5-ethylbenzofuran"
"C(CCC)C=1OC2=C(C1C(C1=CC(=C(C=C1)O)OC)=O)C=CC=C2","2-n-butyl-3-(3'-methoxy-4'-hydroxybenzoyl)-benzofuran"
"OC(C1=CC=C(C=C1)[N+](=O)[O-])C=1OC2=C(C1)C=CC=C2","2-(α-hydroxy-4'-nitrobenzyl)benzofuran"
"[N+](=O)([O-])C1=CC=C(C(=O)C=2OC3=C(C2)C=CC=C3)C=C1","2-(4'-nitrobenzoyl)benzofuran"
"[N+](=O)([O-])C1=CC=C(CC=2OC3=C(C2)C=CC=C3)C=C1","2-(4'-nitrobenzyl)benzofuran"
"ClC(C1=CC=C(C=C1)[N+](=O)[O-])C=1OC2=C(C1)C=CC=C2","2-(α-chloro-4'-nitrobenzyl)benzofuran"
"OC1=CC=C(C(=O)C2=C(OC3=C2C=CC=C3)CC3=CC=C(C=C3)[N+](=O)[O-])C=C1","3-(4'-hydroxybenzoyl)-2-(4'-nitrobenzyl)benzofuran"
"NC1=CC=C(CC=2OC3=C(C2C(C2=CC=C(C=C2)O)=O)C=CC=C3)C=C1","2-(4'-aminobenzyl)-3-(4'-hydroxybenzoyl)benzofuran"
"OC1=CC=C(C(=O)C2=C(OC3=C2C=CC=C3)C3=CC(=CC=C3)[N+](=O)[O-])C=C1","3-(4'-hydroxybenzoyl)- 2-(3'-nitrophenyl)benzofuran"
"[N+](=O)([O-])C=1C=C(C=CC1)C=1OC2=C(C1)C=CC=C2","2-m-nitrophenylbenzofuran"
"NC=1C=C(C=CC1)C=1OC2=C(C1C(C1=CC=C(C=C1)O)=O)C=CC=C2","2-(3'-aminophenyl)-3-(4'-hydroxybenzoyl)benzofuran"
"C(=O)(OC)C1=CC2=C(C(C3=C(C=C2)C=CC=C3)=O)C=C1","2-carbomethoxy-5-oxo-5h-dibenzo[a,d]cycloheptene"
"C1(=NNCCCCCC1)C1=CCCCCCCC1","diazabicylononene"
"O=C1C2=C(C=CC3=C1C=CC(=C3)CC(=O)O)C=CC=C2","(5-oxo-5h-dibenzo[a,d]cyclohepten-2-yl)acetic acid"
"O=C1C2=C(C=CC3=C1C=CC(=C3)CC(=O)OCC)C=CC=C2","ethyl (5-oxo-5h-dibenzo[a,d]cyclohepten-2-yl)acetate"
"O=C1C2=C(C=CC3=C1C=CC(=C3)C(C(=O)OCC)C)C=CC=C2","ethyl 2-(5-oxo-5h-dibenzo[a,d]cyclohepten-2-yl)propionate"
"O=C1C2=C(C=CC3=C1C=CC(=C3)C(C(=O)OC)CC)C=CC=C2","methyl 2-(5-oxo-5h-dibenzo-[a,d]cyclohepten-2-yl)butyrate"
"O=C1C2=C(C=CC3=C1C=CC(=C3)CC(=O)OC)C=CC=C2","methyl (5-oxo-5h-dibenzo[a,d] cyclohepten-2-yl)acetate"
"O=C1C2=C(C=CC3=C1C=CC(=C3)C(C(=O)O)CC)C=CC=C2","2-(5-oxo-5h-dibenzo[a,d]cyclohepten-2-yl)butyric acid"
"O=C1C2=C(C=CC3=C1C=CC(=C3)CCC(=O)O)C=CC=C2","3-(5-oxo-5h-dibenzo[a,d]cyclohepten-2-yl)propionic acid"
"C1(=CC=CC=C1)C(C)O","(+) α-phenylethanol"
"O=C1C2=C(C=CC3=C1C=CC(=C3)C(C(=O)Cl)C)C=CC=C2","2-(5-oxo-5h-dibenzo[a,d]cyclohepten-2-yl)propionyl chloride"
"O=C1C2=C(C=CC3=C1C=CC(=C3)C(C=O)C)C=CC=C2","2-(5-oxo-5h-dibenzo[a,d]cyclohepten-2-yl)propanal"
"N(C1=CC=CC=C1)C(C)NC1=CC=CC=C1","dianilinoethane"
"COC(C(C)C1=CC2=C(C(C3=C(C=C2)C=CC=C3)=O)C=C1)OC","1,1-dimethoxy 2-(5-oxo-5h-dibenzo[a,d]cyclohepten-2-yl)propane"
"O=C1C2=C(C=CC3=C1C=CC(=C3)C(C=NNC(=O)N)C)C=CC=C2","2-(5-oxo-5h-dibenzo[a,d]-cyclohepten-2-yl)propanal semicarbazone"
"Cl.NNC(=O)N","semicarbazide hydrochloride"
"C(C1=CC=CO1)N=C1SCS1","2-furfurylimino-1,3-dithietane"
"C(C1=CC=CO1)NC([S-])=S.C(C)[NH+](CC)CC","triethylammonium furfuryldithiocarbamate"
"S1SCC1","dithietane"
"C1(=CC=CC=C1)C(C1=CC=CC=C1)NC([S-])=S.[K+]","potassium diphenylmethyldithiocarbamate"
"C1(=CC=CC=C1)C(C1=CC=CC=C1)N=C=S","diphenylmethyl isothiocyanate"
"CC(=O)C.C(C)(C)(C)O","t-butyl alcohol acetone"
"ClC1=CC=C(OCNC([S-])=S)C=C1.[K+]","potassium p-chlorophenoxymethyldithiocarbamate"
"ClC1=CC=C(OCN=C=S)C=C1","p-chlorophenoxymethyl isothiocyanate"
"ClC1=CC=C(OCN=C2SCS2)C=C1","2-(p-chlorophenoxymethylimino)-1,3-dithietane"
"C1(=CC=CC=C1)SCNC([S-])=S.[K+]","potassium phenylthiomethyldithiocarbamate"
"C1(=CC=CC=C1)SCN=C=S","phenylthiomethyl isothiocyanate"
"C1(=CC=CC=C1)SCN=C1SCS1","2-(phenylthiomethylimino)-1,3-dithietane"
"N1=C(C=CC=C1)N=C1SCS1","2-(2-pyridylimino)-1,3-dithietane"
"N1=C(C=CC=C1)NC([S-])=S.C(C)[NH+](CC)CC","triethylammonium 2-pyridyldithiocarbamate"
"C(C)OCCN=C1SCS1","2-(2-ethoxyethyl)imino-1,3dithietane"
"C(C)OCCN","2-ethoxyethylamine"
"CN=C1SCS1","2-(methylimino)-1,3-dithietane"
"C(C)(C)N=C1SCS1","2-(isopropylimino)-1,3-dithietane"
"C(C)(C)(C)N=C1SCS1","2-(tert-butylimino)-1,3-dithietane"
"C(CCCCCCC)N=C1SCS1","2-(n-octylimino)-1,3-dithietane"
"NC1=NNC2=CC=C(C=C12)C(F)(F)F","3-amino-5-trifluoromethylindazole"
"BrC1=C(C#N)C=C(C=C1)C(F)(F)F","2-bromo-5-trifluoromethylbenzonitrile"
"NC1=NNC2=CC(=CC=C12)C(F)(F)F","3-amino-6-trifluoromethylindazole"
"C(#N)C1=C(N)C=C(C=C1)C(F)(F)F","2-cyano-5-trifluoromethylaniline"
"NC1=NNC2=CC(=CC=C12)Cl","3-amino-6-chloroindazole"
"ClC1=CC(=C(C#N)C=C1)I","4-chloro-2-iodobenzonitrile"
"BrC1=CC(=C(N)C=C1)C#N","4-bromo-2-cyanoaniline"
"BrC=1C=CC(=C(N)C1)[N+](=O)[O-]","5-bromo-2-nitroaniline"
"BrC=1C=CC(=C(C#N)C1)[N+](=O)[O-]","5-bromo-2-nitrobenzonitrile"
"NC1=NNC2=CC=C(C=C12)Br","3-amino-5-bromoindazole"
"FC1=CC(=C(N)C=C1)I","4-fluoro-2-iodoaniline"
"C(#N)C1=C(N)C=CC(=C1)F","2-cyano-4-fluoroaniline"
"NC1=NNC2=CC=C(C=C12)F","3-amino-5-fluoroindazole"
"C(=O)NC1=NNC2=CC=C(C=C12)C(F)(F)F","3-formylamino-5-trifluoromethylindazole"
"CNC1=NNC2=CC=C(C=C12)C(F)(F)F","3-methylamino-5-trifluoromethylindazole"
"C(C)N(C1=NNC2=CC=C(C=C12)C(F)(F)F)CC","3-diethylamino-5-trifluoromethylindazole"
"C(C)N(C(C1=C(C=CC(=C1)C(F)(F)F)Br)=N)CC","n,n-diethyl-2-bromo-5-trifluoromethylbenzamidine"
"C=NC1=C(C=CC=C1CC)CC","n-methylene-2,6-diethylaniline"
"CCCCCCCCC(C)C","isopar g"
"C1=CC=C2C(=C1)C=CC=C2CCNC(=O)CCC(=O)O","nesa"
"[N+](=O)([O-])C1=CC=2C(C3=CC(=CC=C3C2C(=C1)[N+](=O)[O-])[N+](=O)[O-])=O","2,4,7-trinitro-9-fluorenone"
"[Na+].N1N=C(N=C1)C(=O)[NH-]","1,2,4-triazole-3-carboxamide sodium salt"
"N1N=C(N=C1)C(=O)N","1,2,4-triazole-3-carboxamide"
"C(C)(=O)OCC=1CS[C@H]2N(C1C(=O)[O-])C([C@H]2NC(CC=2SC=CC2)=O)=O.[Na+]","sodium (6r,7r)-3-acetoxymethyl-7-(thien-2-ylacetamido)ceph-3-em-4-carboxylate"
"C(C)(=O)OCCCC","butyl acetate"
"O1C(=CC=C1)C(C(=O)N[C@H]1[C@@H]2N(C(=C(CS2)CO)C(=O)O)C1=O)=NOC","(6r,7r)-7-[2-(fur-2-yl)-2-methoxyiminoacetamido]-3-hydroxymethylceph-3-em-4-carboxylic acid"
"O1C(=CC=C1)C(C(=O)N[C@H]1[C@@H]2N(C(=C(CS2)COC(C)=O)C(=O)O)C1=O)=NOC","(6r,7r)-7-[2-(fur-2-yl)-2-methoxyiminoacetamido]-3-acetoxymethylceph-3-em-4-carboxylic acid"
"OCC=1CS[C@H]2N(C1C(=O)O)C([C@H]2NC(C(C=2OC=CC2)=NOC)=O)=O","(6r,7r)-3-hydroxymethyl-7-[2-methoxyimino-2-(fur-2-yl)acetamido]ceph-3-em-4-carboxylic acid"
"C(C)(=O)OCC=1CS[C@H]2N(C1C(=O)O)C([C@H]2NC(C(C=2OC=CC2)=NOC)=O)=O","(6r,7r)-3-acetoxymethyl-7-[2-methoxyimino-2-(fur-2-yl) acetamido]ceph-3-em-4-carboxylic acid"
"C(C)(=O)OCC=1CS[C@H]2N(C1C(=O)OC(C)(C)C)C([C@]2(NC(CC2=CC=CC=C2)=O)OC)=O","t-butyl (6r,7s)-3-acetoxymethyl-7-methoxy-7-phenylacetamidoceph-3-em-4-carboxylate"
"C(C)(=O)OCC=1CS[C@H]2N(C1C(=O)OC(C)(C)C)C([C@H]2NC(CC2=CC=CC=C2)=O)=O","t-butyl (6r,7r)-3-acetoxymethyl-7-phenylacetamidoceph-3em-4-carboxylate"
"C(C1=CC=CC=C1)(=O)[C@H]1[C@H](C(C)=O)[C@]2(C[C@@H]([C@@]3([C@]4(CCC(C=C4CC[C@H]3[C@@H]2C1)=O)C)F)O)C","16α-benzoyl-9-fluoro-11β-hydroxypregn-4-ene-3,20-dione"
"F[C@@]12[C@]3(C=CC(C=C3CC[C@H]1[C@@H]1CC=C(C(CI)=O)[C@]1(C[C@@H]2O)C)=O)C","9-fluoro-21-iodo-11β-hydroxypregna-1,4,16-triene-3,20-dione"
"F[C@@]12[C@]3(C=CC(C=C3CC[C@H]1[C@@H]1CC=C(C(C)=O)[C@]1(C[C@@H]2O)C)=O)C","9-fluoro-11β-hydroxypregna-1,4,16-triene-3,20-dione"
"C(C1=CC=CC=C1)CNC1C(C(C2=CC=CC=C12)O)C","3-benzylmethylamino-2-methylindan-1-ol"
"C(C1=CC=CC=C1)CNC1C(C(C2=CC=CC=C12)=O)C","3-benzylmethylamino-2-methylindan-1-one"
"C(CC1=CC=CC=C1)CNC1C(C(C2=CC=CC=C12)O)C","3-phenethylmethylamino-2-methylindan-1-ol"
"C(CC1=CC=CC=C1)CNC1C(C(C2=CC=CC=C12)=O)C","3-phenethylmethylamino-2-methylindan-1-one"
"ClC=1C(=NC(=C(N1)Cl)Cl)NN","3,5,6-trichloro-2-hydrazinopyrazine"
"ClC1=C(N=C(C(=N1)Cl)Cl)Cl","tetrachloropyrazine"
"ClC=1C=C(C=CC1)C1(C(N(C2=CC=CC=C12)CCC#N)=O)O","3-(m-chlorophenyl)-1-(2-cyanoethyl)-3-hydroxyindolin-2-one"
"NCCCN1C(C(C2=CC=CC=C12)(O)C1=CC(=CC=C1)Cl)=O","1-(3-aminopropyl)-3-(m-chlorophenyl)-3-hydroxyindolin-2-one"
"Cl.NCCCN1C(C(C2=CC=CC=C12)(O)C1=CC(=CC=C1)Cl)=O","1-(3-aminopropyl)- 3-(m-chlorophenyl)- 3-hydroxyindolin-2-one hydrochloride"
"C(#N)CCN1C(C(C2=CC=CC=C12)(C1=CC=CC=C1)O)=O","1-(2-cyanoethyl)-3-hydroxy-3-phenyl-indolin-2-one"
"OC1(C(NC2=CC=CC=C12)=O)C1=CC=CC=C1","3-hydroxy-3-phenyl-indolin-2-one"
"ClC=1C=C2C(C(N(C2=CC1)CCC#N)=O)(C1=CC=CC=C1)O","5-chloro-1-(cyanoethyl)-3-hydroxy-3-phenylindolin-2-one"
"ClC=1C=C2C(C(NC2=CC1)=O)(O)C1=CC=CC=C1","5-chloro-3-phenyl-3-hydroxyindolin-2-one"
"C(#N)CCN1C(C(C2=CC=CC=C12)(C=1C=C(C=CC1)C)O)=O","1-(2-cyanoethyl)- 3-hydroxy-3-(m-tolyl)indole- 2-one"
"C(#N)CCN1C(C(C2=CC=CC=C12)(O)C1=CC(=CC=C1)F)=O","1-(2-cyanoethyl)- 3-(m-fluorophenyl)- 3-hydroxyindolin-2-one"
"C(#N)CCN1C(C(C2=CC=CC=C12)(O)CC1=CC(=CC=C1)OC)=O","1-(2-cyanoethyl)-3-(m-anisyl)-3-hydroxy-indolin- 2-one"
"C(C1=CC(=CC=C1)OC)C1(C(NC2=CC=CC=C12)=O)O","3-(m-anisyl)-3-hydroxyindolin-2-one"
"C(#N)CCN1C(C(C2=CC=CC=C12)(C1=CC(=CC=C1)C(F)(F)F)O)=O","1-(2-cyanoethyl)-3-hydroxy-3-(m-trifluoromethylphenyl)indolin-2-one"
"Cl.ClC1=C(C(=CC=C1)Cl)NC(=N)N","2,6-dichlorophenylguanidine hydrochloride"
"ClC1=C(N)C(=CC=C1)Cl","2,6-dichloroaniline"
"ClC1=C(C(=CC=C1)Cl)NC(=N)N","2,6-dichlorophenylguanidine"
"Cl.ClC1=C(C(=CC=C1)Cl)N(C(=N)N)C","1-(2,6-dichlorophenyl)-1-methylguanidine hydrochloride"
"CNC1=C(C=CC=C1Cl)Cl","n-methyl-2,6-dichloroaniline"
"ClC1=C(C(=CC=C1)Cl)N(C(=N)N)C","1-(2,6-dichlorophenyl)-1-methylguanidine"
"Cl.ClC1=C(C(=CC=C1)Cl)NC(=N)NC","1-(2,6-dichlorophenyl)-3-methylguanidine hydrochloride"
"CNC#N","methyl cyanamide"
"ClC1=C(C(=CC=C1)Cl)NC(=N)NC","1-(2,6-dichlorophenyl)-3-methylguanidine"
"ClC1=C(C(=CC=C1)Cl)N(C(=N)NC(C)=O)C(C)=O","1-(2,6-dichlorophenyl)-1,3-diacetylguanidine"
"ClC1=C(C(=CC=C1)Cl)NC(=S)NC(C1=CC=CC=C1)=O","1-(2,6-dichlorophenyl)-3-benzoylthiourea"
"[S-]C#N.[NH4+]","ammonium thiocyanate"
"C(C)OC(=O)ON=C(C(=O)N)C#N","2-ethoxycarbonyloxyimino-2-cyanoacetic acid amide"
"ON=C(C(=O)N)C#N","2-hydroxyimino-2-cyanoacetic acid amide"
"C(C)OC(=O)ON=C(C(=O)OCC)C(=O)OCC","diethyl 2-ethoxycarbonyloxyiminomalonate"
"ON=C(C(=O)OCC)C(=O)OCC","diethyl 2-hydroxyiminomalonate"
"C(C1=CC=CC=C1)OC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-benzyloxycarbonyloxyimino-2-cyanoacetate"
"ON=C(C(=O)OCC)C#N","ethyl 2-hydroxyimino-2-cyanoacetate"
"ClC(=O)OCC1=CC=CC=C1","benzyl chloroformate"
"C(C)OC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-ethoxycarbonyloxyimino-2-cyanoacetate"
"C(C(C)C)OC(=O)ON=C(C(=O)N)C#N","2-isobutoxycarbonyloxyimino-2-cyanoacetic acid amide"
"C(C=C)OC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-allyloxycarbonyloxyimino-2-cyanoacetate"
"ClC(=O)OCC=C","allyl chloroformate"
"C(C(C)C)OC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-isobutoxycarbonyloxyimino-2-cyanoacetate"
"COC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-methoxycarbonyloxyimino-2-cyanoacetate"
"ClC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-chlorocarbonyloxyimino-2-cyanoacetate"
"ClC1=C(C=C(C(=C1)Cl)Cl)OC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-(2,4,5-trichlorophenyl)oxycarbonyloxyimino-2-cyanoacetate"
"ClC1=C(C=C(C(=C1)Cl)Cl)O","2,4,5-trichlorophenol"
"C1(=CC=CC=C1)OC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-phenyloxycarbonyloxyimino-2-cyanoacetate"
"C(C)(C)(CC)OC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-t-amyloxycarbonyloxyimino-2-cyanoacetate"
"ClC(=O)OC(C)(C)CC","t-amyl chloroformate"
"C(C1=CC=CC=C1)(=O)OCC(C)C","isobutyl benzoate"
"C(CCCCC(=O)OCC)(=O)OCC","diethyl adipate"
"C(C)OC(=O)OCC(=O)OCC","ethyl ethoxycarbonyloxyacetate"
"C(CO)(=O)O","glycolic acid"
"C(C)OC(CNC(=O)OCC1=CC=CC=C1)=O","n-benzyloxycarbonylglycine ethyl ester"
"COC(CNC(=O)OCC1=CC=CC=C1)=O","n-benzyloxycarbonylglycine methyl ester"
"COC(=O)ON=C(C(=O)N)C#N","2-methoxycarbonyloxyimino-2-cyanoacetic acid amide"
"C(C(C)C)OC(CNC(=O)OCC1=CC=CC=C1)=O","n-benzyloxycarbonylglycine isobutyl ester"
"C(C)OC([C@@H](NC(=O)OCC1=CC=CC=C1)CC1=CNC2=CC=CC=C12)=O","n-benzyloxycarbonyl-l-tryptophan ethyl ester"
"C(C1=CC=CC=C1)OC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)O","n-benzyloxycarbonyl-l-tryptophan"
"C(C)OC([C@@H](NC(=O)OCC1=CC=CC=C1)CC1=CC=CC=C1)=O","n-benzyloxycarbonyl-l-phenylalanine ethyl ester"
"COC([C@@H](NC(=O)OC)CC1=CC=CC=C1)=O","n-methoxycarbonyl-l-phenylalanine methyl ester"
"COC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O","n-methoxycarbonyl-l-phenylalanine"
"[N+](=O)([O-])C1=CC=C(C=C1)OC(=O)ON=C(C(=O)N)C#N","2-p-nitrophenyloxycarbonyloxyimino-2-cyanoacetic acid amide"
"[N+](=O)([O-])C1=CC=C(C=C1)OC(=O)ON=C(C(=O)OCC)C#N","ethyl 2-p-nitrophenyloxycarbonyloxyimino-2-cyanoacetate"
"[N+](=O)([O-])C1=CC=C(C=C1)OC([C@H]1N(CCC1)C(=O)OCC1=CC=CC=C1)=O","n-benzyloxycarbonyl-l-proline p-nitrophenyl ester"
"C(C1=CC=CC=C1)OC(=O)N1[C@H](C(=O)O)CCC1","n-benzyloxycarbonyl-l-proline"
"ClC1=C(C=C(C(=C1)Cl)Cl)OC([C@@H](NC(=O)OCC1=CC=CC=C1)CC1=CC=CC=C1)=O","n-benzyloxycarbonyl-l-phenylalanine 2,4,5-trichlorophenyl ester"
"CN(\C=C\C1=C(C=CC(=C1)OC)[N+](=O)[O-])C","trans-β-dimethylamino-5-methoxy-2-nitrostyrene"
"CC=1C=C(C=CC1[N+](=O)[O-])OC","3-methyl-4-nitroanisole"
"C1OC=2C=C3C=CNC3=CC2O1","5,6-methylenedioxyindole"
"CN(\C=C\C1=C(C=C2C(=C1)OCO2)[N+](=O)[O-])C","trans-β-dimethylamino-4,5 -methylenedioxy-2-nitrostyrene"
"CN(\C=C\C1=C(C(=CC=C1)C)[N+](=O)[O-])C","trans-β-dimethylamino-3 -methyl-2-nitrostyrene"
"[N+](=O)([O-])C1=C(C=CC=C1C)C","2-nitro-m-xylene"
"CN(\C=C\C1=C(C=C(C(=C1)OC)OC)[N+](=O)[O-])C","trans-β-dimethylamino-4,5-dimethoxy-2-nitrostyrene"
"COC1=CC(=C(C=C1OC)C)[N+](=O)[O-]","4,5-dimethoxy-2-nitrotoluene"
"C(#N)C1=C(N)C=CC=C1C(F)(F)F","2-cyano-3-trifluoromethylaniline"
"NC=1C(=C(C=CC1)C(F)(F)F)Br","3-amino-2-bromobenzotrifluoride"
"BrC1=C(NC(C)=O)C(=CC=C1)C(F)(F)F","2'-bromo-6'-trifluoromethylacetanilide"
"S(=O)(=O)(O)O.NC1=CC(=C(NC(C)=O)C(=C1)C(F)(F)F)Br","4'-amino-2'-bromo-6'-trifluoromethylacetanilide sulfate"
"N(=O)OCC","ethyl nitrite"
