"source","target","role"
"NC=1C=C(C#N)C=CC1N","US0613331915","reactant"
"C1(=CC=CC=C1)S(=O)(=O)Cl","US0613331915","reactant"
"C(C)N(CC)CC","US0613331915","reactant"
"C(C)(C)N=C=O","US0613331916","reactant"
"C1(=CC=CC=C1)S(=O)(=O)NC1=C(N)C=CC(=C1)C#N","US0613331916","reactant"
"C1(=CC=CC=C1)C1=CCC=2C=C3CCCC3=CC12","US061333332","reactant"
"[Li][Li]","US061333332","reactant"
"[Si](Cl)(Cl)(C)C","US061333332","reactant"
"Cl[Si](C1C=C(C2=CC=3CCCC3C=C12)C1=CC=CC=C1)(C)C","US061333333","reactant"
"CCN(CC)CC","US061333333","reactant"
"C(C)(C)(C)N","US061333333","reactant"
"FC1=NC(=C(C=C1F)F)F","US061332841","reactant"
"C(C)(C)(C)N","US061332841","reactant"
"CN1C(CCC1)=O","US061332842","reactant"
"C(C)(C)(C)NC1=NC(=C(C=C1F)F)F","US061332842","reactant"
"C(C1=CC=CC=C1)N","US061332842","reactant"
"C(C1=CC=CC=C1)NC1=NC(=C(C=C1F)F)NC(C)(C)C","US061332843","reactant"
"Cl","US061332843","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US061332844","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US061332844","reactant"
"NC1=NC(=C(C=C1F)F)NC(C)(C)C","US061332844","reactant"
"C([O-])([O-])=O.[K+].[K+]","US061332844","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Br)F)=O","US061332845","reactant"
"BrC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US061332845","reactant"
"NC1=NC(=C(C=C1F)F)NC(C)(C)C","US061332845","reactant"
"NC(C(=O)[O-])=C","US061332845","reactant"
"C([O-])([O-])=O.[K+].[K+]","US061332845","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)F)F)=O","US061332846","reactant"
"FC1=C(C(=O)CC(=O)OCC)C=C(C(=C1F)F)F","US061332846","reactant"
"NC1=NC(=C(C=C1F)F)NC(C)(C)C","US061332846","reactant"
"NC(C(=O)[O-])=C","US061332846","reactant"
"FC1=NC(=C(C=C1F)F)F","US061332847","reactant"
"C(C1=CC=CC=C1)N","US061332847","reactant"
"CO","US061332848","reactant"
"C(C1=CC=CC=C1)NC1=NC(=C(C=C1F)F)F","US061332848","reactant"
"CN1C(CCC1)=O","US061332849","reactant"
"NC1=NC(=C(C=C1F)F)F","US061332849","reactant"
"COC1=CC=C(CN)C=C1","US061332849","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US0613328410","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US0613328410","reactant"
"NC1=NC(=C(C=C1F)F)NCC1=CC=C(C=C1)OC","US0613328410","reactant"
"Cl","US0613328411","reactant"
"ClC=1C(=C(C=C2C(C(=CN(C12)C1=NC(=C(C=C1F)F)NCC1=CC=C(C=C1)OC)C(=O)OCC)=O)F)F","US0613328411","reactant"
"CN(C=O)C","US0613328412","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F)F","US0613328412","reactant"
"N[C@@H]1CNCC1","US0613328412","reactant"
"CN(C=O)C","US0613328413","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F)F","US0613328413","reactant"
"Cl.Cl.NC1CNC1","US0613328413","reactant"
"CN1CCCC1","US0613328413","reactant"
"CN(C=O)C","US0613328414","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F)F","US0613328414","reactant"
"Cl.Cl.NC1(CNC1)C","US0613328414","reactant"
"CN1CCCC1","US0613328414","reactant"
"CN(C=O)C","US0613328415","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F)F","US0613328415","reactant"
"N1CCNCC1","US0613328415","reactant"
"C(C)#N","US0613328416","reactant"
"FC1=NC(=C(C=C1F)F)F","US0613328416","reactant"
"CN","US0613328416","reactant"
"CN1C(CCC1)=O","US0613328417","reactant"
"FC=1C(=NC(=C(C1)F)F)NC","US0613328417","reactant"
"C(C1=CC=CC=C1)N","US0613328417","reactant"
"Cl","US0613328418","reactant"
"C(C1=CC=CC=C1)NC1=NC(=C(C=C1F)F)NC","US0613328418","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US0613328419","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US0613328419","reactant"
"NC1=NC(=C(C=C1F)F)NC","US0613328419","reactant"
"CN(C=O)C","US0613328421","reactant"
"ClC=1C(=C(C=C2C(C(=CN(C12)C1=NC(=C(C=C1F)F)NC)C(=O)O)=O)F)F","US0613328421","reactant"
"Cl.Cl.NC1CNC1","US0613328421","reactant"
"CN1CCCC1","US0613328421","reactant"
"CN1C(CCC1)=O","US0613328422","reactant"
"FC1=NC(=C(C(=C1F)C)F)F","US0613328422","reactant"
"C(C1=CC=CC=C1)N","US0613328422","reactant"
"CO","US0613328423","reactant"
"C(C1=CC=CC=C1)NC1=NC(=C(C(=C1F)C)F)F","US0613328423","reactant"
"CN1C(CCC1)=O","US0613328424","reactant"
"NC1=NC(=C(C(=C1F)C)F)F","US0613328424","reactant"
"COC1=CC=C(CN)C=C1","US0613328424","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US0613328425","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US0613328425","reactant"
"NC1=NC(=C(C(=C1F)C)F)NCC1=CC=C(C=C1)OC","US0613328425","reactant"
"Cl","US0613328426","reactant"
"C(C)(=O)O","US0613328426","reactant"
"ClC=1C(=C(C=C2C(C(=CN(C12)C1=NC(=C(C(=C1F)C)F)NCC1=CC=C(C=C1)OC)C(=O)OCC)=O)F)F","US0613328426","reactant"
"C(C)#N","US0613328427","reactant"
"FC1=C(C(=C(C(=N1)F)F)F)F","US0613328427","reactant"
"C(C)(C)(C)N","US0613328427","reactant"
"CN1C(CCC1)=O","US0613328428","reactant"
"C(C)(C)(C)NC1=C(C(=NC(=C1F)F)F)F","US0613328428","reactant"
"C(C1=CC=CC=C1)N","US0613328428","reactant"
"C(C1=CC=CC=C1)NC1=NC(=C(C(=C1F)NC(C)(C)C)F)F","US0613328429","reactant"
"C(C)(C)(C)NC1=C(C(=NC(=C1F)F)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)OCC)F","US0613328430","reactant"
"Cl","US0613328430","reactant"
"CS(=O)C","US0613328431","reactant"
"Cl.Cl.NC1CNC1","US0613328431","reactant"
"NC1=C(C(=NC(=C1F)F)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F","US0613328431","reactant"
"O","US0613328432","reactant"
"Cl","US0613328432","reactant"
"ClC1=NC=C(C=C1[N+](=O)[O-])[N+](=O)[O-]","US0613328432","reactant"
"NC=1C=C(C=NC1Cl)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)OCC","US0613328433","reactant"
"Cl","US0613328433","reactant"
"CS(=O)C","US0613328434","reactant"
"Cl.Cl.NC1CNC1","US0613328434","reactant"
"NC=1C=C(C=NC1Cl)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O","US0613328434","reactant"
"ClC1=NC=C(C(=N1)Cl)F","US0613328435","reactant"
"C(C)(C)(C)N","US0613328435","reactant"
"C(C)(C)(C)NC1=NC(=NC=C1F)Cl","US0613328436","reactant"
"C(C1=CC=CC=C1)N","US0613328436","reactant"
"C(C1=CC=CC=C1)NC1=NC=C(C(=N1)NC(C)(C)C)F","US0613328437","reactant"
"CN(C=O)C","US0613328438","reactant"
"NC1=NC(=NC=C1F)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O","US0613328438","reactant"
"Cl.Cl.NC1CNC1","US0613328438","reactant"
"CN1CCCC1","US0613328438","reactant"
"CO","US0613328439","reactant"
"NC1=NC(=C(C=C1F)F)F","US0613328439","reactant"
"C[O-].[Na+].CO","US0613328439","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US0613328440","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US0613328440","reactant"
"NC1=NC(=C(C=C1F)F)OC","US0613328440","reactant"
"NC(C(=O)[O-])=C","US0613328440","reactant"
"Cl","US0613328441","reactant"
"C(C)(=O)O","US0613328441","reactant"
"ClC=1C(=C(C=C2C(C(=CN(C12)C1=NC(=C(C=C1F)F)OC)C(=O)OCC)=O)F)F","US0613328441","reactant"
"ClC=1C(=C(C=C2C(C(=CN(C12)C1=NC(=C(C=C1F)F)OC)C(=O)O)=O)F)F","US0613328442","reactant"
"Cl.Cl.NC1CNC1","US0613328442","reactant"
"CN1CCCC1","US0613328442","reactant"
"Cl","US0613328443","reactant"
"C(C)(=O)O","US0613328443","reactant"
"BrC=1C(=C(C=C2C(C(=CN(C12)C1=NC(=C(C=C1F)F)NC(C)(C)C)C(=O)OCC)=O)F)F","US0613328443","reactant"
"Cl","US0613328444","reactant"
"C(C)(=O)O","US0613328444","reactant"
"C(C)(C)(C)NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)OCC)F)F","US0613328444","reactant"
"CN(C=O)C","US0613328445","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Br)F)F)=O)C(=O)O)F)F","US0613328445","reactant"
"Cl.Cl.NC1CNC1","US0613328445","reactant"
"CN1CCCC1","US0613328445","reactant"
"CN(C=O)C","US0613328446","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O)F)F","US0613328446","reactant"
"Cl.Cl.NC1CNC1","US0613328446","reactant"
"CN1CCCC1","US0613328446","reactant"
"CN(C=O)C","US0613328447","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Br)F)F)=O)C(=O)O)F)F","US0613328447","reactant"
"Cl.Cl.CNC1CNC1","US0613328447","reactant"
"CN1CCCC1","US0613328447","reactant"
"CN(C=O)C","US0613328448","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F)F","US0613328448","reactant"
"Cl.Cl.C(C)NC1CNC1","US0613328448","reactant"
"CN1CCCC1","US0613328448","reactant"
"CN(C=O)C","US0613328449","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F)F","US0613328449","reactant"
"Cl.Cl.CN(C1CNC1)C","US0613328449","reactant"
"CN1CCCC1","US0613328449","reactant"
"CN(C=O)C","US0613328450","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F)F","US0613328450","reactant"
"Cl.Cl.NCC1CNC1","US0613328450","reactant"
"CN1CCCC1","US0613328450","reactant"
"BrC1=C(C(=NC(=C1F)F)F)Cl","US0613328452","reactant"
"C(C)(C)(C)N","US0613328452","reactant"
"CO","US0613328453","reactant"
"BrC1=C(C(=NC(=C1Cl)F)NC(C)(C)C)F","US0613328453","reactant"
"C(C)(C)(C)NC1=NC(=C(C=C1F)Cl)F","US0613328454","reactant"
"C(C1=CC=CC=C1)N","US0613328454","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US0613328456","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US0613328456","reactant"
"NC1=NC(=C(C=C1Cl)F)NC(C)(C)C","US0613328456","reactant"
"C([O-])([O-])=O.[K+].[K+]","US0613328456","reactant"
"Cl","US0613328457","reactant"
"C(C)(=O)O","US0613328457","reactant"
"C(C)(C)(C)NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)OCC)Cl)F","US0613328457","reactant"
"CN(C=O)C","US0613328458","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)Cl)F","US0613328458","reactant"
"Cl.Cl.NC1CNC1","US0613328458","reactant"
"CN1C(CCC1)=O","US0613328458","reactant"
"CN(C=O)C","US0613328459","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)Cl)F","US0613328459","reactant"
"Cl.Cl.CNC1CNC1","US0613328459","reactant"
"CN1C(CCC1)=O","US0613328459","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US0613328460","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US0613328460","reactant"
"NC1=NC(=C(C=C1)F)NC(C)(C)C","US0613328460","reactant"
"C([O-])([O-])=O.[K+].[K+]","US0613328460","reactant"
"CN(C=O)C","US0613328462","reactant"
"NC1=C(C=CC(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F","US0613328462","reactant"
"Cl.Cl.NC1CNC1","US0613328462","reactant"
"CN1CCCC1","US0613328462","reactant"
"CN(C=O)C","US0613328463","reactant"
"NC1=C(C=CC(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F","US0613328463","reactant"
"Cl.Cl.CNC1CNC1","US0613328463","reactant"
"CN1CCCC1","US0613328463","reactant"
"ClC=1C(=NC(=C(C1N1C(C=2C(C1=O)=CC=CC2)=O)F)F)F","US0613328465","reactant"
"C(C)(C)(C)N","US0613328465","reactant"
"C(C)(C)(C)NC1=NC(=C(C(=C1F)N1C(C=2C(C1=O)=CC=CC2)=O)Cl)F","US0613328466","reactant"
"CO","US0613328468","reactant"
"NC1=C(C(=NC(=C1Cl)F)Cl)F","US0613328468","reactant"
"CN1C(CCC1)=O","US0613328469","reactant"
"NC1=CC(=NC=C1F)F","US0613328469","reactant"
"C(C1=CC=CC=C1)N","US0613328469","reactant"
"Cl","US0613328470","reactant"
"C(C1=CC=CC=C1)NC1=NC=C(C(=C1)N)F","US0613328470","reactant"
"CN(C=O)C","US0613328473","reactant"
"NC1=CC(=NC=C1F)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O","US0613328473","reactant"
"Cl.Cl.NC1CNC1","US0613328473","reactant"
"CN1CCCC1","US0613328473","reactant"
"ClC1=C(C(=O)O)C=C(C(=N1)Cl)F","US0613328474","reactant"
"C(C(=O)Cl)(=O)Cl","US0613328474","reactant"
"CN1C(CCC1)=O","US0613328475","reactant"
"C(C)(C)(C)NC1=NC(=C(C(=O)OC)C=C1F)F","US0613328475","reactant"
"CC(CC(C)(C)C)(C)N","US0613328475","reactant"
"[H-].[Al+3].[Li+].[H-].[H-].[H-]","US0613328476","reactant"
"C(C)(C)(C)NC1=NC(=C(C(=O)OC)C=C1F)NC(CC(C)(C)C)(C)C","US0613328476","reactant"
"C(C)(=O)OCC","US0613328476","reactant"
"FC(C(=O)O)(F)F","US0613328477","reactant"
"C(C)(C)(C)NC1=NC(=C(C=C1F)C)NC(CC(C)(C)C)(C)C","US0613328477","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US0613328478","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US0613328478","reactant"
"NC1=NC(=C(C=C1F)C)N","US0613328478","reactant"
"CN(C=O)C","US0613328480","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)C)F","US0613328480","reactant"
"Cl.Cl.NC1CNC1","US0613328480","reactant"
"CN1CCCC1","US0613328480","reactant"
"CN(C=O)C","US0613328481","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)C)F","US0613328481","reactant"
"Cl.Cl.CNC1CNC1","US0613328481","reactant"
"CN1CCCC1","US0613328481","reactant"
"ClC1=NC(=C(C=C1C#N)F)Cl","US0613328482","reactant"
"C(C)(C)(C)N","US0613328482","reactant"
"C(C)(C)(C)NC1=C(C=C(C(=N1)Cl)C#N)F","US0613328483","reactant"
"C(C1=CC=CC=C1)N","US0613328483","reactant"
"C(C1=CC=CC=C1)NC1=NC(=C(C=C1C#N)F)NC(C)(C)C","US0613328484","reactant"
"C(C)(=O)O","US0613328484","reactant"
"Cl.Cl.NC1CNC1","US0613328485","reactant"
"C(C)N(CC)CC","US0613328485","reactant"
"NC1=C(C=C(C(=N1)N1C(C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)=O)C#N)F","US0613328485","reactant"
"C(C)O","US0613328485","reactant"
"C(C)(C)(C)NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)C)F)F)=O)C(=O)OCC)F)F","US0613328486","reactant"
"CN(C=O)C","US0613328487","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O)F)F","US0613328487","reactant"
"Cl.Cl.CNC1CNC1","US0613328487","reactant"
"CN1CCCC1","US0613328487","reactant"
"CN(C=O)C","US0613328488","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Br)F)F)=O)C(=O)O)F)F","US0613328488","reactant"
"Cl.OC1CNC1","US0613328488","reactant"
"CN1CCCC1","US0613328488","reactant"
"CN(C=O)C","US0613328489","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F)F","US0613328489","reactant"
"Cl.OC1CNC1","US0613328489","reactant"
"CN1CCCC1","US0613328489","reactant"
"CN(C=O)C","US0613328490","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O)F)F","US0613328490","reactant"
"Cl.OC1CNC1","US0613328490","reactant"
"CN1CCCC1","US0613328490","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Br)F)=O","US0613328491","reactant"
"BrC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US0613328491","reactant"
"NC1=NC(=C(C=C1)F)NC(C)(C)C","US0613328491","reactant"
"C([O-])([O-])=O.[K+].[K+]","US0613328491","reactant"
"CN(C=O)C","US0613328493","reactant"
"NC1=C(C=CC(=N1)N1C=C(C(C2=CC(=C(C(=C12)Br)F)F)=O)C(=O)O)F","US0613328493","reactant"
"Cl.Cl.NC1CNC1","US0613328493","reactant"
"CN1CCCC1","US0613328493","reactant"
"CN(C=O)C","US0613328494","reactant"
"NC1=C(C=CC(=N1)N1C=C(C(C2=CC(=C(C(=C12)Br)F)F)=O)C(=O)O)F","US0613328494","reactant"
"Cl.Cl.CNC1CNC1","US0613328494","reactant"
"CN1CCCC1","US0613328494","reactant"
"CO","US0613328495","reactant"
"NC1=NC(=C(C(=C1F)Br)Cl)F","US0613328495","reactant"
"CN1C(CCC1)=O","US0613328496","reactant"
"NC1=NC(=C(C=C1F)Cl)F","US0613328496","reactant"
"COC1=CC=C(CN)C=C1","US0613328496","reactant"
"C1=CC=CC=C1","US0613328496","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US0613328497","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US0613328497","reactant"
"NC1=NC(=C(C=C1F)Cl)NCC1=CC=C(C=C1)OC","US0613328497","reactant"
"CN(C=O)C","US0613328499","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F)Cl","US0613328499","reactant"
"Cl.Cl.NC1CNC1","US0613328499","reactant"
"CN1CCCC1","US0613328499","reactant"
"FC1=NC(=C(C=C1F)F)F","US06133284100","reactant"
"C(C)(C)N","US06133284100","reactant"
"FC=1C(=NC(=C(C1)F)NCC1=CC=C(C=C1)OC)NC(C)C","US06133284102","reactant"
"FC(C(=O)[O-])(F)F","US06133284102","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US06133284103","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US06133284103","reactant"
"NC1=NC(=C(C=C1F)F)NC(C)C","US06133284103","reactant"
"CN(C=O)C","US06133284105","reactant"
"ClC=1C(=C(C=C2C(C(=CN(C12)C1=NC(=C(C=C1F)F)NC(C)C)C(=O)O)=O)F)F","US06133284105","reactant"
"Cl.Cl.NC1CNC1","US06133284105","reactant"
"CN1CCCC1","US06133284105","reactant"
"FC=1C(=NC(=C(C1)F)NCC1=CC=C(C=C1)OC)N1C=C(C(C2=C(C(=C(C(=C12)F)F)F)F)=O)C(=O)OCC","US06133284107","reactant"
"FC(C(=O)O)(F)F","US06133284107","reactant"
"CN(C=O)C","US06133284109","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=C(C(=C(C(=C12)F)F)F)F)=O)C(=O)O)F)F","US06133284109","reactant"
"Cl.Cl.NC1CNC1","US06133284109","reactant"
"CN1CCCC1","US06133284109","reactant"
"C1(=CC=CC=C1)C","US06133284110","reactant"
"FC=1C(=NC(=C(C1)F)NCC1=CC=C(C=C1)OC)N1C=C(C(C2=C(C(=C(C(=C12)F)F)F)F)=O)C(=O)OCC","US06133284110","reactant"
"C(C1=CC=CC=C1)N","US06133284110","reactant"
"C1(=CC=CC=C1)C","US06133284110","reactant"
"C(C1=CC=CC=C1)NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1=NC(=C(C=C1F)F)NCC1=CC=C(C=C1)OC)C(=O)OCC)=O","US06133284111","reactant"
"FC(C(=O)O)(F)F","US06133284111","reactant"
"NC1=C(C=C(C(=N1)N1C=C(C(C2=C(C(=C(C(=C12)F)F)F)NCC1=CC=CC=C1)=O)C(=O)OCC)F)F","US06133284112","reactant"
"NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1=NC(=C(C=C1F)F)N)C(=O)O)=O","US06133284114","reactant"
"Cl.Cl.NC1CNC1","US06133284114","reactant"
"CN1CCCC1","US06133284114","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1[N+](=O)[O-])F)F)Cl)F)=O","US06133284115","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C(=C(C1F)F)[N+](=O)[O-])F","US06133284115","reactant"
"NC1=NC(=C(C=C1F)F)NC(C)(C)C","US06133284115","reactant"
"C(C)(C)(C)NC1=C(C=C(C(=N1)N1C=C(C(C2=C(C(=C(C(=C12)Cl)F)F)[N+](=O)[O-])=O)C(=O)OCC)F)F","US06133284116","reactant"
"NC1=C2C(C(=CN(C2=C(C(=C1F)F)Cl)C1=NC(=C(C=C1F)F)N)C(=O)O)=O","US06133284117","reactant"
"Cl.Cl.NC1CNC1","US06133284117","reactant"
"CN1CCCC1","US06133284117","reactant"
"NC1=C2C(C(=CN(C2=C(C(=C1F)F)C)C1=NC(=C(C=C1F)F)NCC1=CC=C(C=C1)OC)C(=O)OCC)=O","US06133284118","reactant"
"CO","US06133284121","reactant"
"NC1=NC(=C(C(=C1F)Br)Cl)NC(CC(C)(C)C)(C)C","US06133284121","reactant"
"C(C)OC=C(C(=O)OCC)C(C1=C(C(=C(C(=C1)F)F)Cl)F)=O","US06133284122","reactant"
"ClC=1C(=C(C(=O)CC(=O)OCC)C=C(C1F)F)F","US06133284122","reactant"
"NC1=NC(=CC=C1F)NC(CC(C)(C)C)(C)C","US06133284122","reactant"
"CN(C=O)C","US06133284124","reactant"
"NC1=CC=C(C(=N1)N1C=C(C(C2=CC(=C(C(=C12)Cl)F)F)=O)C(=O)O)F","US06133284124","reactant"
"Cl.Cl.NC1CNC1","US06133284124","reactant"
"CN1CCCC1","US06133284124","reactant"
"N1=CC=CC=C1","US06133284125","reactant"
"NC1=C2C(C(=CN(C2=C(C(=C1F)F)Cl)C1=NC(=C(C=C1F)F)N)C(=O)O)=O","US06133284125","reactant"
"C(C)(=O)O.C(C)(=O)O.CNC1CNC1","US06133284125","reactant"
"CN1CCCC1","US06133284125","reactant"
"N1=CC=CC=C1","US06133284126","reactant"
"NC1=C2C(C(=CN(C2=C(C(=C1F)F)Cl)C1=NC(=C(C=C1F)F)N)C(=O)O)=O","US06133284126","reactant"
"Cl.ONC1CNC1","US06133284126","reactant"
"CN1CCCC1","US06133284126","reactant"
"C(=O)(OC(C)(C)C)OC(=O)OC(C)(C)C","US061333151","reactant"
"N1CCC(C(=O)O)CC1","US061333151","reactant"
"C(=O)(O)[O-].[Na+]","US061333151","reactant"
"B.O1CCCC1","US061333152","reactant"
"C(C)(C)(C)OC(=O)N1CCC(C(=O)O)CC1","US061333152","reactant"
"C(=O)([O-])[O-].[K+].[K+]","US061333152","reactant"
"O.C1(=CC(O)=CC(C)=C1)O","US061333153","reactant"
"ClC1=C(C=CC=C1)S(=O)(=O)Cl","US061333153","reactant"
"N(=NC(=O)OCC)C(=O)OCC","US061333154","reactant"
"OC=1C=C(C=C(C1)C)OS(=O)(=O)C1=C(C=CC=C1)Cl","US061333154","reactant"
"O(C(C)(C)C)C(=O)N1CCC(CC1)CO","US061333154","reactant"
"C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1","US061333154","reactant"
"C(C)(C)(C)OC(=O)N1CCC(CC1)COC=1C=C(C=C(C1)C)OS(=O)(=O)C1=C(C=CC=C1)Cl","US061333155","reactant"
"Cl","US061333155","reactant"
"C(C)N(CC)CC","US061333156","reactant"
"Cl.C(C)(OCC)=N","US061333156","reactant"
"N1CCC(CC1)COC=1C=C(C=C(C1)C)OS(=O)(=O)C1=C(C=CC=C1)Cl","US061333156","reactant"
"O.C1(=CC(O)=CC(C)=C1)O","US061333157","reactant"
"[H-].[Na+]","US061333157","reactant"
"ClC1=C(CBr)C=CC=C1","US061333157","reactant"
"[N+](=O)([O-])C=1C=C(N)C=CC1","US061333158","reactant"
"C(C)(C)N(C(C)C)CC","US061333158","reactant"
"C1(=CC=CC=C1)S(=O)(=O)Cl","US061333158","reactant"
"O.C1(=CC(O)=CC(C)=C1)O","US061333159","reactant"
"ClC=1C=C(C=CC1)S(=O)(=O)Cl","US061333159","reactant"
"O","US061333159","reactant"
"N(=NC(=O)OCC)C(=O)OCC","US0613331510","reactant"
"OC=1C=C(C=C(C1)C)OS(=O)(=O)C1=CC(=CC=C1)Cl","US0613331510","reactant"
"C(C)(C)(C)OC(=O)N1CCC(CC1)CO","US0613331510","reactant"
"C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1","US0613331510","reactant"
"C(#N)C=1C=C(C=CC1)COC=1C=C(C=C(C1)C)OS(=O)(=O)C1=C(C=CC=C1)Cl","US0613331512","reactant"
"Cl","US0613331512","reactant"
"C([O-])([O-])=O.[NH4+].[NH4+]","US0613331512","reactant"
"C(#N)C=1C=C(C=CC1)COC=1C=C(C=C(C1)C)OS(=O)(=O)C1=C(C=CC=C1)Cl","US0613331513","reactant"
"Cl","US0613331513","reactant"
